# app-ads.txt AdMob 11/12/2023
google.com, pub-9966962268328280, DIRECT, f08c47fec0942fa0


# app-ads.txt MyTarget 11/12/2022
soloway.ru, 13867164, DIRECT
iqzone.com, IQ154, RESELLER
adcolony.com, c7b2bb9f944ae42a, RESELLER, 1ad675c9de6b5176
meitu.com, 755, RESELLER
pubmatic.com, 157654, RESELLER, 5d62403b186f2ace
openx.com, 540899687, RESELLER, 6a698e2ec38604c6
inmobi.com, 3d54d7dda27a4552a8184e9120251b9f, RESELLER, 83e75a7ae333ca9d
themediagrid.com, 6XGFYQ, DIRECT, 35d5010d7789b49d
acexchange.co.kr, 1746357004, RESELLER
adiiix.com, par-AA7B236BA32DD484C838E249362437B8, RESELLER
aralego.com, par-AA7B236BA32DD484C838E249362437B8, RESELLER
ucfunnel.com, par-AA7B236BA32DD484C838E249362437B8, RESELLER
zmaticoo.com, 114122, RESELLER
mgid.com, 782767, RESELLER, d4c29acad76ce94f
rubiconproject.com, 9655, RESELLER, 0bfd66d529a55807
pubmatic.com, 161673, RESELLER, 5d62403b186f2ace
inmobi.com, 300bb0e4e3704cd495136c09d57448b9, RESELLER, 83e75a7ae333ca9d
webeyemob.com, 70171, RESELLER
outbrain.com, 00dbc7a68d0cd51d55ac0aa9e1918c9a34, RESELLER
pubmatic.com, 163476, RESELLER, 5d62403b186f2ace
pubmatic.com, 163120, RESELLER, 5d62403b186f2ace
gitberry.com, 405100012, RESELLER
inmobi.com, 38e36193f3c944d0b6254c71e511041b, RESELLER, 83e75a7ae333ca9d
toponad.com, 164b751901a8b7, RESELLER, 1d49fe424a1a456d
vidoomy.com, 7646534, RESELLER
conversantmedia.com, 100569, RESELLER, 03113cd04947736d
adelement.com, 36011, RESELLER
adelement.com, 36012, RESELLER
ushareit.com, LC2d7ebe00c3f9364a, RESELLER
smartyads.com, 100016, RESELLER, fd2bde0ff2e62c5d
inmobi.com, 95ef2003a2c742db81a45303d6e4cf8b, RESELLER, 83e75a7ae333ca9d
video.unrulymedia.com, 251620492, RESELLER
smartadserver.com, 4728, RESELLER, 060d053dcf45cbf3
advangelists.com, a5cdd4aa0048b187f7182f1b9ce7a6a7, RESELLER, 60d26397ec060f98
rubiconproject.com, 25978, RESELLER, 0bfd66d529a55807
rubiconproject.com, 25482, RESELLER, 0bfd66d529a55807
indexexchange.com, 206797, RESELLER, 50b1c356f2c5c8fc
openx.com, 559912325, DIRECT, 6a698e2ec38604c6
lijit.com, 488437, RESELLER, fafdf38b16bf6b2b
pubmatic.com, 164079, RESELLER, 5d62403b186f2ace

# app-ads.txt liftoff 11/12/2023
vungle.com, 6297c4bc012073001b3df035, DIRECT, c107d686becd2d77
Adform.com, 2742, RESELLER
Pubmatic.com, 163319, RESELLER, 5d62403b186f2ace
adcolony.com, 496220845654deec, RESELLER, 1ad675c9de6b5176
adelement.com, 30208, RESELLER
admixer.co.kr, 1094, RESELLER
admixer.co.kr, 1654, RESELLER
adswizz.com, consumable, RESELLER
adtiming.com, a-126, RESELLER, bf66753b8f380142
adtonos.com, PUB3603521960, RESELLER
adview.com, 06667060, RESELLER, 1b2cc038a11ea319
adview.com, 32076181, RESELLER, 1b2cc038a11ea319
advlion.com, 3054, RESELLER
advlion.com, 3117, RESELLER
algorix.co, 54250, RESELLER
aniview.com, 603f65a2e291680ef30af9c7, RESELLER, 78b21b97965ec3f8
app-stock.com, 343264, RESELLER
appnexus.com, 11664, RESELLER
appnexus.com, 1752, RESELLER, f5ab79cb980f11d1
appnexus.com, 7351, RESELLER, f5ab79cb980f11d1
appnexus.com, 9316, RESELLER, f5ab79cb980f11d1
betweendigital.com, 43843, RESELLER
betweendigital.com, 44917, RESELLER
bidence.com, d35302328a4b1f129d376f9c2932b0b7, RESELLER
bidmachine.io, 147, RESELLER
bidmachine.io, 148, RESELLER
bidmachine.io, 189, RESELLER
bidmachine.io, 190, RESELLER
bidmachine.io, 36, RESELLER
bidmachine.io, 60, RESELLER
bidmachine.io, 74, RESELLER
bidmachine.io, 77, RESELLER
bigo.sg, 122, RESELLER
bigo.sg, 143, RESELLER
blueseasx.com, 203592, RESELLER
brightcom.com, 29556, RESELLER
chartboost.com, 5eac93f341016b09ff0019b6, RESELLER
consumable.com, 2001409, RESELLER, aefcd3d2f45b5070
contextweb.com, 558622, RESELLER, 89ff185a4c4e857c
contextweb.com, 562546, RESELLER, 89ff185a4c4e857c
contextweb.com, 562569, RESELLER, 89ff185a4c4e857c
contextweb.com, 562762, RESELLER, 89ff185a4c4e857c
criteo.com, 186227, RESELLER
display.io, 173162, RESELLER
disqus.com, 998, RESELLER
e-planning.net, 081dcb996d2ccc1e, RESELLER, c1ba615865ed87b2
flat-ads.com, 6, RESELLER
flat-ads.com, 72, RESELLER
freewheel.tv, 1157729, RESELLER
freewheel.tv, 1157777, RESELLER
freewheel.tv, 1446674, RESELLER
freewheel.tv, 1600180, RESELLER
freewheel.tv, 1600214, RESELLER
gitberry.com, 90scb, RESELLER
google.com, pub-3769010358500643, RESELLER, f08c47fec0942fa0
google.com, pub-4568609371004228, RESELLER, f08c47fec0942fa0
google.com, pub-7214269347534569, RESELLER, f08c47fec0942fa0
hyperad.tech, 172, RESELLER
ignitemediatech.com, pub_11114, RESELLER
ignitemediatech.com, pub_61112, RESELLER
improvedigital.com, 1795, RESELLER
indexexchange.com, 183920, RESELLER, 50b1c356f2c5c8fc
indexexchange.com, 184349, RESELLER, 50b1c356f2c5c8fc
indexexchange.com, 184738, RESELLER, 50b1c356f2c5c8fc
indexexchange.com, 185578, RESELLER, 50b1c356f2c5c8fc
indexexchange.com, 185774, RESELLER, 50b1c356f2c5c8fc
inmobi.com, 09f53411034d4d608cd6230490d46fff, RESELLER, 83e75a7ae333ca9d
inmobi.com, 5d2c913a0c5f4142acc7412723ee15d7, RESELLER, 83e75a7ae333ca9d
inmobi.com, ec6f6ceb8bb1440ba5455644ec96c275, RESELLER, 83e75a7ae333ca9d
inmobi.com, f71b28e30a8249c3b08a9bca1a5cfbb7, RESELLER, 83e75a7ae333ca9d
iqzone.com, IQ39, RESELLER
iqzone.com, IQ97, RESELLER
lacunads.com, LCc6b8b1c8aca38e6f, DIRECT
loopme.com, 10999, RESELLER, 6c8d5f95897a5a3b
loopme.com, 2896, RESELLER, 6c8d5f95897a5a3b
loopme.com, s-2411, RESELLER, 6c8d5f95897a5a3b
lunamedia.io, 95ed51edc1cb499baaf3476fcb6fa463, RESELLER, 524ecb396915caaf
mars.media, 1010422, RESELLER, 8624339f102fb076
mars.media, 107876, RESELLER, 8624339f102fb076
media.net, 8CUP1N1F2, RESELLER
meitu.com, 149, RESELLER
meitu.com, 179, RESELLER
meitu.com, 253, RESELLER
mintegral.com, 10026, RESELLER
mintegral.com, 10030, RESELLER
mman.kr, 30769, RESELLER
mobupps.com, c74d97b01eae257e44aa9d5bade97baf7726, RESELLER
openx.com, 540280728, RESELLER, 6a698e2ec38604c6
openx.com, 540646187, RESELLER
openx.com, 544096208, RESELLER, 6a698e2ec38604c6
opera.com, pub4444433466368, RESELLER, 55a0c5fd61378de3
pangleglobal.com, 82832, RESELLER
pokkt.com, 5886, RESELLER, c45702d9311e25fd
pubmatic.com, 155967, RESELLER, 5d62403b186f2ace
pubmatic.com, 156631, RESELLER, 5d62403b186f2ace
pubmatic.com, 156931, RESELLER, 5d62403b186f2ace
pubmatic.com, 157097, RESELLER, 5d62403b186f2ace
pubmatic.com, 158271, RESELLER, 5d62403b186f2ace
pubmatic.com, 158408, RESELLER, 5d62403b186f2ace
pubmatic.com, 159035, RESELLER, 5d62403b186f2ace
pubmatic.com, 159277, RESELLER
pubmatic.com, 159831, RESELLER, 5d62403b186f2ace
pubmatic.com, 159846, RESELLER, 5d62403b186f2ace
pubmatic.com, 159897, RESELLER, 5d62403b186f2ace
pubmatic.com, 160195, RESELLER, 5d62403b186f2ace
pubmatic.com, 161748, RESELLER, 5d62403b186f2ace
pubnative.net, 1007249, RESELLER, d641df8625486a7b
pubnative.net, 1007475, RESELLER, d641df8625486a7b
pubnative.net, 1008061, RESELLER, d641df8625486a7b
pubwise.io, 52324626, RESELLER, c327c91a93a7cdd3
rhythmone.com, 5336134699710583737, RESELLER, a670c89d4a324e47
rubiconproject.com, 12186, RESELLER, 0bfd66d529a55807
rubiconproject.com, 12266, RESELLER, 0bfd66d529a55807
rubiconproject.com, 13626, RESELLER, 0bfd66d529a55807
rubiconproject.com, 16834, RESELLER, 0bfd66d529a55807
rubiconproject.com, 17250, RESELLER, 0bfd66d529a55807
rubiconproject.com, 23732, RESELLER, 0bfd66d529a55807
rubiconproject.com, 23980, RESELLER, 0bfd66d529a55807
rubiconproject.com, 24752, RESELLER, 0bfd66d529a55807
rubiconproject.com, 26132, RESELLER, 0bfd66d529a55807
se7en.es, 212503, RESELLER, 064bc410192443d8
sharethrough.com, DQQogebZ, RESELLER, d53b998a7bd4ecd2
sharethrough.com, NIRSC9f2, RESELLER, d53b998a7bd4ecd2
sharethrough.com, ZqrIAHsE, RESELLER, d53b998a7bd4ecd2
smaato.com, 1100049757, RESELLER, 07bcf65f187117b4
smaato.com, 1100051149, RESELLER, 07bcf65f187117b4
smaato.com, 1100052485, RESELLER, 07bcf65f187117b4
smartadserver.com, 3117, RESELLER
smartadserver.com, 3232, RESELLER
smartadserver.com, 3797, RESELLER
smartadserver.com, 4111, RESELLER
smartadserver.com, 4383, RESELLER
smartyads.com, 100115, RESELLER, fd2bde0ff2e62c5d
smartyads.com, 100149, RESELLER, fd2bde0ff2e62c5d
smartyads.com, 368, RESELLER
sonobi.com, 5b003395a5, RESELLER, d1a215d9eb5aee9e
sonobi.com, a85c5f6129, RESELLER, d1a215d9eb5aee9e
spotx.tv, 283422, RESELLER, 7842df1d2fe2db34
spotx.tv, 82068, RESELLER, 7842df1d2fe2db34
spotxchange.com, 283422, RESELLER, 7842df1d2fe2db34
spotxchange.com, 82068, RESELLER, 7842df1d2fe2db34
ssp.e-volution.ai, AJxF6R189a9M6CaTvK, RESELLER
target.my.com, 8676470, RESELLER
targetspot.com, 297, RESELLER, feb28ed826dcf532
thebrave.io, 1234632, RESELLER, c25b2154543746ac
tpmn.io, 532, RESELLER
tremorhub.com, s92od-u4sw5, RESELLER, 1a4e959a1b50034a
triplelift.com, 12908, RESELLER, 6c33edb13117fd86
triplelift.com, 2792, RESELLER, 6c33edb13117fd86
tritondigital.com, 106423, RESELLER, 19b4454d0b87b58b
uis.mobfox.com, 1750, RESELLER, 5529a3d1f59865be
unrulymedia.com, 2464975885, RESELLER
ushareit.com, LCc6b8b1c8aca38e6f, DIRECT
verve.com, 14619, RESELLER, 0c8f5958fc2d6270
video.unrulymedia.com, 4201299756, RESELLER
video.unrulymedia.com, 4268206200, RESELLER
video.unrulymedia.com, 5127265468568773826, RESELLER
videoheroes.tv, 212459, RESELLER, 064bc410192443d8
vidoomy.com, 2412786, RESELLER
visiblemeasures.com, 1020, RESELLER
xandr.com, 10128, RESELLER, f5ab79cb980f11d1
xandr.com, 13238, RESELLER, f5ab79cb980f11d1
yeahmobi.com, 5135224, RESELLER
zeta.com, 998, RESELLER
zoomd.com, 88478941, RESELLER

# app-ads.txt bigo 11/12/2023
hyperad.tech, 221, RESELLER
eskimi.com, 2020000041, RESELLER
yandex.com, 94923424, RESELLER
smartadserver.com,4610, RESELLER, 060d053dcf45cbf3
Xapads.com, 194000, RESELLER
betweendigital.com, 45426, RESELLER
contextweb.com, 562827, RESELLER, 89ff185a4c4e857c
33across.com, 0015a00003DKg9ZAAT, RESELLER, bbea06d9c4d2853c
lunamedia.io, bfacf5e017bb11edb41173b0ca2c748c, RESELLER, 524ecb396915caaf
e-planning.net, 949b688810cb7439, RESELLER, c1ba615865ed87b2
betweendigital.com, 44972, RESELLER
chocolateplatform.com, 14630, RESELLER, 49a66ce31a704197
adview.com, 53849096, RESELLER, 1b2cc038a11ea319
lijit.com, 224984, RESELLER, fafdf38b16bf6b2b #SOVRN
admixer.net, 142f7ae2-b259-439a-801d-0b1146b8518d, RESELLER
vidoomy.com, 4433873, RESELLER
ignitemediatech.com, pub_11116, RESELLER
acexchange.co.kr, 1024314629, RESELLER
algorix.co, 604553, DIRECT, 5b394c12fea27a1d
adelement.com, 36017, RESELLER
auxoads.com, 90222, RESELLER
adingenious.com, 70392, RESELLER
App-stock.com,358747,RESELLER
bidence.com, 9d48459c49a3b604e65e262102b559b4, RESELLER
opera.com, pub4261820774272, RESELLER,55a0c5fd61378de3
toponad.com,16569723d4bfa4, RESELLER, 1d49fe424a1a456d
ssp.e-volution.ai, AJxF6R130a9M6CaTvK, RESELLER
rixengine.com, 36330, RESELLER
loopme.com, 11683, RESELLER, 6c8d5f95897a5a3b
pubmatic.com, 163075, RESELLER, 5d62403b186f2ace
pubmatic.com, 163754, RESELLER, 5d62403b186f2ace
gamaigroup.com, 423052, RESELLER
ucfunnel.com, par-47BDB68D72764E2AFED767ED47DEDDA4, RESELLER
